abbrev,Date Time,DISCHRG Value,DISCHRG Units,DISCHRG Review Status,DISCHRG Observation Flag,DISCHRG Modified,
"RIOMILCO","=""03/09/2014 00:00""","1.64","cfs","","","=""03/09/2014 23:45""",
"RIOMILCO","=""03/10/2014 00:00""","1.64","cfs","","","=""03/10/2014 23:45""",
"RIOMILCO","=""03/11/2014 00:00""","1.64","cfs","","","=""03/11/2014 23:45""",
"RIOMILCO","=""03/12/2014 00:00""","1.64","cfs","","","=""03/12/2014 23:45""",
"RIOMILCO","=""03/13/2014 00:00""","1.64","cfs","","","=""03/13/2014 23:45""",
"RIOMILCO","=""03/14/2014 00:00""","1.64","cfs","","","=""03/14/2014 23:45""",
"RIOMILCO","=""03/15/2014 00:00""","1.64","cfs","","","=""03/15/2014 23:45""",
"RIOMILCO","=""03/16/2014 00:00""","1.64","cfs","","","=""03/16/2014 23:45""",
"RIOMILCO","=""03/17/2014 00:00""","1.64","cfs","","","=""03/17/2014 23:45""",
"RIOMILCO","=""03/18/2014 00:00""","1.64","cfs","","","=""03/18/2014 23:45""",
"RIOMILCO","=""03/19/2014 00:00""","1.64","cfs","","","=""03/19/2014 23:45""",
"RIOMILCO","=""03/20/2014 00:00""","1.64","cfs","","","=""03/20/2014 23:45""",
"RIOMILCO","=""03/21/2014 00:00""","1.64","cfs","","","=""03/21/2014 23:45""",
"RIOMILCO","=""03/22/2014 00:00""","1.64","cfs","","","=""03/22/2014 23:45""",
"RIOMILCO","=""03/23/2014 00:00""","1.64","cfs","","","=""03/23/2014 23:45""",
"RIOMILCO","=""03/24/2014 00:00""","1.64","cfs","","","=""03/24/2014 23:45""",
"RIOMILCO","=""03/25/2014 00:00""","1.18","cfs","","*","=""03/25/2014 23:45""",
"RIOMILCO","=""03/26/2014 00:00""","0.71","cfs","","","=""03/26/2014 23:45""",
"RIOMILCO","=""03/27/2014 00:00""","0.71","cfs","","","=""03/27/2014 23:45""",
"RIOMILCO","=""03/28/2014 00:00""","0.71","cfs","","","=""03/28/2014 23:45""",
"RIOMILCO","=""03/29/2014 00:00""","0.71","cfs","","","=""03/29/2014 23:45""",
"RIOMILCO","=""03/30/2014 00:00""","0.74","cfs","","","=""03/30/2014 23:45""",
"RIOMILCO","=""03/31/2014 00:00""","0.79","cfs","","","=""03/31/2014 23:45""",
"RIOMILCO","=""04/01/2014 00:00""","0.91","cfs","","","=""04/01/2014 23:45""",
"RIOMILCO","=""04/02/2014 00:00""","1.05","cfs","","","=""04/02/2014 23:45""",
"RIOMILCO","=""04/03/2014 00:00""","1.07","cfs","","","=""04/03/2014 23:45""",
"RIOMILCO","=""04/04/2014 00:00""","0.99","cfs","","","=""04/04/2014 23:45""",
"RIOMILCO","=""04/05/2014 00:00""","0.84","cfs","","","=""04/05/2014 23:45""",
"RIOMILCO","=""04/06/2014 00:00""","0.72","cfs","","","=""04/06/2014 23:45""",
"RIOMILCO","=""04/07/2014 00:00""","0.71","cfs","","","=""04/07/2014 23:45""",
"RIOMILCO","=""04/08/2014 00:00""","0.71","cfs","","","=""04/08/2014 23:45""",
"RIOMILCO","=""04/09/2014 00:00""","0.84","cfs","","","=""04/09/2014 23:45""",
"RIOMILCO","=""04/10/2014 00:00""","1.5","cfs","","","=""04/10/2014 23:45""",
"RIOMILCO","=""04/11/2014 00:00""","91","cfs","","","=""04/11/2014 23:45""",
"RIOMILCO","=""04/12/2014 00:00""","175","cfs","","","=""04/12/2014 23:45""",
"RIOMILCO","=""04/13/2014 00:00""","195","cfs","","","=""04/13/2014 23:45""",
"RIOMILCO","=""04/14/2014 00:00""","133","cfs","","","=""04/14/2014 23:45""",
"RIOMILCO","=""04/15/2014 00:00""","82.7","cfs","","","=""04/15/2014 23:45""",
"RIOMILCO","=""04/16/2014 00:00""","77.2","cfs","","","=""04/16/2014 23:45""",
"RIOMILCO","=""04/17/2014 00:00""","89","cfs","","","=""04/17/2014 23:45""",
"RIOMILCO","=""04/18/2014 00:00""","104","cfs","","","=""04/18/2014 23:45""",
"RIOMILCO","=""04/19/2014 00:00""","109","cfs","","","=""04/19/2014 23:45""",
"RIOMILCO","=""04/20/2014 00:00""","339","cfs","","","=""04/20/2014 23:45""",
"RIOMILCO","=""04/21/2014 00:00""","371","cfs","","","=""04/21/2014 23:45""",
"RIOMILCO","=""04/22/2014 00:00""","429","cfs","","","=""04/22/2014 23:45""",
"RIOMILCO","=""04/23/2014 00:00""","574","cfs","","","=""04/23/2014 23:45""",
"RIOMILCO","=""04/24/2014 00:00""","427","cfs","","","=""04/24/2014 23:45""",
"RIOMILCO","=""04/25/2014 00:00""","321","cfs","","","=""04/25/2014 23:45""",
"RIOMILCO","=""04/26/2014 00:00""","384","cfs","","","=""04/26/2014 23:45""",
"RIOMILCO","=""04/27/2014 00:00""","432","cfs","","","=""04/27/2014 23:45""",
"RIOMILCO","=""04/28/2014 00:00""","323","cfs","","","=""04/28/2014 23:45""",
"RIOMILCO","=""04/29/2014 00:00""","234","cfs","","","=""04/29/2014 23:45""",
"RIOMILCO","=""04/30/2014 00:00""","184","cfs","","","=""04/30/2014 23:45""",
"RIOMILCO","=""05/01/2014 00:00""","147","cfs","","","=""05/01/2014 23:45""",
"RIOMILCO","=""05/02/2014 00:00""","146","cfs","","","=""05/02/2014 23:45""",
"RIOMILCO","=""05/03/2014 00:00""","203","cfs","","","=""05/03/2014 23:45""",
"RIOMILCO","=""05/04/2014 00:00""","321","cfs","","","=""05/04/2014 23:45""",
"RIOMILCO","=""05/05/2014 00:00""","490","cfs","","","=""05/05/2014 23:45""",
"RIOMILCO","=""05/06/2014 00:00""","645","cfs","","","=""05/06/2014 23:45""",
"RIOMILCO","=""05/07/2014 00:00""","697","cfs","","","=""05/07/2014 23:45""",
"RIOMILCO","=""05/08/2014 00:00""","671","cfs","","","=""05/08/2014 23:45""",
"RIOMILCO","=""05/09/2014 00:00""","613","cfs","","","=""05/09/2014 23:45""",
"RIOMILCO","=""05/10/2014 00:00""","417","cfs","","","=""05/10/2014 23:45""",
"RIOMILCO","=""05/11/2014 00:00""","386","cfs","","","=""05/11/2014 23:45""",
"RIOMILCO","=""05/12/2014 00:00""","410","cfs","","","=""05/12/2014 23:45""",
"RIOMILCO","=""05/13/2014 00:00""","309","cfs","","","=""05/13/2014 23:45""",
"RIOMILCO","=""05/14/2014 00:00""","211","cfs","","","=""05/14/2014 23:45""",
"RIOMILCO","=""05/15/2014 00:00""","191","cfs","","","=""05/15/2014 23:45""",
"RIOMILCO","=""05/16/2014 00:00""","281","cfs","","","=""05/16/2014 23:45""",
"RIOMILCO","=""05/17/2014 00:00""","465","cfs","","","=""05/17/2014 23:45""",
"RIOMILCO","=""05/18/2014 00:00""","578","cfs","","","=""05/18/2014 23:45""",
"RIOMILCO","=""05/19/2014 00:00""","591","cfs","","","=""05/19/2014 23:45""",
"RIOMILCO","=""05/20/2014 00:00""","749","cfs","","","=""05/20/2014 23:45""",
"RIOMILCO","=""05/21/2014 00:00""","1030","cfs","","","=""05/21/2014 23:45""",
"RIOMILCO","=""05/22/2014 00:00""","1020","cfs","","","=""05/22/2014 23:45""",
"RIOMILCO","=""05/23/2014 00:00""","893","cfs","","","=""05/23/2014 23:45""",
"RIOMILCO","=""05/24/2014 00:00""","906","cfs","","","=""05/24/2014 23:45""",
"RIOMILCO","=""05/25/2014 00:00""","860","cfs","","","=""05/25/2014 23:45""",
"RIOMILCO","=""05/26/2014 00:00""","838","cfs","","","=""05/26/2014 23:45""",
"RIOMILCO","=""05/27/2014 00:00""","992","cfs","","","=""05/27/2014 23:45""",
"RIOMILCO","=""05/28/2014 00:00""","1160","cfs","","","=""05/28/2014 23:45""",
"RIOMILCO","=""05/29/2014 00:00""","1240","cfs","","","=""05/29/2014 23:45""",
"RIOMILCO","=""05/30/2014 00:00""","1200","cfs","","","=""05/30/2014 23:45""",
"RIOMILCO","=""05/31/2014 00:00""","1110","cfs","","","=""05/31/2014 23:45""",
"RIOMILCO","=""06/01/2014 00:00""","1080","cfs","","","=""06/01/2014 23:45""",
"RIOMILCO","=""06/02/2014 00:00""","1060","cfs","","","=""06/02/2014 23:45""",
"RIOMILCO","=""06/03/2014 00:00""","1130","cfs","","","=""06/03/2014 23:45""",
"RIOMILCO","=""06/04/2014 00:00""","1150","cfs","","","=""06/04/2014 23:45""",
"RIOMILCO","=""06/05/2014 00:00""","1170","cfs","","","=""06/05/2014 23:45""",
"RIOMILCO","=""06/06/2014 00:00""","1160","cfs","","","=""06/06/2014 23:45""",
"RIOMILCO","=""06/07/2014 00:00""","1160","cfs","","","=""06/07/2014 23:45""",
"RIOMILCO","=""06/08/2014 00:00""","1070","cfs","","","=""06/08/2014 23:45""",
"RIOMILCO","=""06/09/2014 00:00""","961","cfs","","","=""06/09/2014 23:45""",
"RIOMILCO","=""06/10/2014 00:00""","1010","cfs","","","=""06/10/2014 23:45""",
"RIOMILCO","=""06/11/2014 00:00""","1080","cfs","","","=""06/11/2014 23:45""",
"RIOMILCO","=""06/12/2014 00:00""","1120","cfs","","","=""06/12/2014 23:45""",
"RIOMILCO","=""06/13/2014 00:00""","1140","cfs","","","=""06/13/2014 23:45""",
"RIOMILCO","=""06/14/2014 00:00""","1160","cfs","","","=""06/14/2014 23:45""",
"RIOMILCO","=""06/15/2014 00:00""","1120","cfs","","","=""06/15/2014 23:45""",
"RIOMILCO","=""06/16/2014 00:00""","1130","cfs","","","=""06/16/2014 23:45""",
"RIOMILCO","=""06/17/2014 00:00""","1040","cfs","","","=""06/17/2014 23:45""",
"RIOMILCO","=""06/18/2014 00:00""","985","cfs","","","=""06/18/2014 23:45""",
"RIOMILCO","=""06/19/2014 00:00""","993","cfs","","","=""06/19/2014 23:45""",
"RIOMILCO","=""06/20/2014 00:00""","1030","cfs","","","=""06/20/2014 23:45""",
"RIOMILCO","=""06/21/2014 00:00""","1110","cfs","","","=""06/21/2014 23:45""",
"RIOMILCO","=""06/22/2014 00:00""","1110","cfs","","","=""06/22/2014 23:45""",
"RIOMILCO","=""06/23/2014 00:00""","1050","cfs","","","=""06/23/2014 23:45""",
"RIOMILCO","=""06/24/2014 00:00""","985","cfs","","","=""06/24/2014 23:45""",
"RIOMILCO","=""06/25/2014 00:00""","938","cfs","","","=""06/25/2014 23:45""",
"RIOMILCO","=""06/26/2014 00:00""","931","cfs","","","=""06/26/2014 23:45""",
"RIOMILCO","=""06/27/2014 00:00""","905","cfs","","","=""06/27/2014 23:45""",
"RIOMILCO","=""06/28/2014 00:00""","851","cfs","","","=""06/28/2014 23:45""",
"RIOMILCO","=""06/29/2014 00:00""","749","cfs","","","=""06/29/2014 23:45""",
"RIOMILCO","=""06/30/2014 00:00""","641","cfs","","","=""06/30/2014 23:45""",
"RIOMILCO","=""07/01/2014 00:00""","562","cfs","","","=""07/01/2014 23:45""",
"RIOMILCO","=""07/02/2014 00:00""","498","cfs","","","=""07/02/2014 23:45""",
"RIOMILCO","=""07/03/2014 00:00""","462","cfs","","","=""07/03/2014 23:45""",
"RIOMILCO","=""07/04/2014 00:00""","376","cfs","","","=""07/04/2014 23:45""",
"RIOMILCO","=""07/05/2014 00:00""","284","cfs","","","=""07/05/2014 23:45""",
"RIOMILCO","=""07/06/2014 00:00""","242","cfs","","","=""07/06/2014 23:45""",
"RIOMILCO","=""07/07/2014 00:00""","223","cfs","","","=""07/07/2014 23:45""",
"RIOMILCO","=""07/08/2014 00:00""","226","cfs","","","=""07/08/2014 23:45""",
"RIOMILCO","=""07/09/2014 00:00""","268","cfs","","","=""07/09/2014 23:45""",
"RIOMILCO","=""07/10/2014 00:00""","264","cfs","","","=""07/10/2014 23:45""",
"RIOMILCO","=""07/11/2014 00:00""","242","cfs","","","=""07/11/2014 23:45""",
"RIOMILCO","=""07/12/2014 00:00""","262","cfs","","","=""07/12/2014 23:45""",
"RIOMILCO","=""07/13/2014 00:00""","315","cfs","","","=""07/13/2014 23:45""",
"RIOMILCO","=""07/14/2014 00:00""","297","cfs","","","=""07/14/2014 23:45""",
"RIOMILCO","=""07/15/2014 00:00""","233","cfs","","","=""07/15/2014 23:45""",
"RIOMILCO","=""07/16/2014 00:00""","204","cfs","","","=""07/16/2014 23:45""",
"RIOMILCO","=""07/17/2014 00:00""","204","cfs","","","=""07/17/2014 23:45""",
"RIOMILCO","=""07/18/2014 00:00""","196","cfs","","","=""07/18/2014 23:45""",
"RIOMILCO","=""07/19/2014 00:00""","167","cfs","","","=""07/19/2014 23:45""",
"RIOMILCO","=""07/20/2014 00:00""","161","cfs","","","=""07/20/2014 23:45""",
"RIOMILCO","=""07/21/2014 00:00""","183","cfs","","","=""07/21/2014 23:45""",
"RIOMILCO","=""07/22/2014 00:00""","174","cfs","","","=""07/22/2014 23:45""",
"RIOMILCO","=""07/23/2014 00:00""","141","cfs","","","=""07/23/2014 23:45""",
"RIOMILCO","=""07/24/2014 00:00""","121","cfs","","","=""07/24/2014 23:45""",
"RIOMILCO","=""07/25/2014 00:00""","168","cfs","","","=""07/25/2014 23:45""",
"RIOMILCO","=""07/26/2014 00:00""","212","cfs","","","=""07/26/2014 23:45""",
"RIOMILCO","=""07/27/2014 00:00""","174","cfs","","","=""07/27/2014 23:45""",
"RIOMILCO","=""07/28/2014 00:00""","175","cfs","","","=""07/28/2014 23:45""",
"RIOMILCO","=""07/29/2014 00:00""","227","cfs","","","=""07/29/2014 23:45""",
"RIOMILCO","=""07/30/2014 00:00""","226","cfs","","","=""07/30/2014 23:45""",
"RIOMILCO","=""07/31/2014 00:00""","192","cfs","","","=""07/31/2014 23:45""",
"RIOMILCO","=""08/01/2014 00:00""","146","cfs","","","=""08/01/2014 23:45""",
"RIOMILCO","=""08/02/2014 00:00""","165","cfs","","","=""08/02/2014 23:45""",
"RIOMILCO","=""08/03/2014 00:00""","174","cfs","","","=""08/03/2014 23:45""",
"RIOMILCO","=""08/04/2014 00:00""","156","cfs","","","=""08/04/2014 23:45""",
"RIOMILCO","=""08/05/2014 00:00""","171","cfs","","","=""08/05/2014 23:45""",
"RIOMILCO","=""08/06/2014 00:00""","193","cfs","","","=""08/06/2014 23:45""",
"RIOMILCO","=""08/07/2014 00:00""","169","cfs","","","=""08/07/2014 23:45""",
"RIOMILCO","=""08/08/2014 00:00""","130","cfs","","","=""08/08/2014 23:45""",
"RIOMILCO","=""08/09/2014 00:00""","111","cfs","","","=""08/09/2014 23:45""",
"RIOMILCO","=""08/10/2014 00:00""","100","cfs","","","=""08/10/2014 23:45""",
"RIOMILCO","=""08/11/2014 00:00""","108","cfs","","","=""08/11/2014 23:45""",
"RIOMILCO","=""08/12/2014 00:00""","106","cfs","","","=""08/12/2014 23:45""",
"RIOMILCO","=""08/13/2014 00:00""","110","cfs","","","=""08/13/2014 23:45""",
"RIOMILCO","=""08/14/2014 00:00""","111","cfs","","","=""08/14/2014 23:45""",
"RIOMILCO","=""08/15/2014 00:00""","123","cfs","","","=""08/15/2014 23:45""",
"RIOMILCO","=""08/16/2014 00:00""","117","cfs","","","=""08/16/2014 23:45""",
"RIOMILCO","=""08/17/2014 00:00""","96.6","cfs","","","=""08/17/2014 23:45""",
"RIOMILCO","=""08/18/2014 00:00""","82.9","cfs","","","=""08/18/2014 23:45""",
"RIOMILCO","=""08/19/2014 00:00""","71","cfs","","","=""08/19/2014 23:45""",
"RIOMILCO","=""08/20/2014 00:00""","64.3","cfs","","","=""08/20/2014 23:45""",
"RIOMILCO","=""08/21/2014 00:00""","65.6","cfs","","","=""08/21/2014 23:45""",
"RIOMILCO","=""08/22/2014 00:00""","71.4","cfs","","","=""08/22/2014 23:45""",
"RIOMILCO","=""08/23/2014 00:00""","83.7","cfs","","","=""08/23/2014 23:45""",
"RIOMILCO","=""08/24/2014 00:00""","99.7","cfs","","","=""08/24/2014 23:45""",
"RIOMILCO","=""08/25/2014 00:00""","93.1","cfs","","","=""08/25/2014 23:45""",
"RIOMILCO","=""08/26/2014 00:00""","75.2","cfs","","","=""08/26/2014 23:45""",
"RIOMILCO","=""08/27/2014 00:00""","72.7","cfs","","","=""08/27/2014 23:45""",
"RIOMILCO","=""08/28/2014 00:00""","90.8","cfs","","","=""08/28/2014 23:45""",
"RIOMILCO","=""08/29/2014 00:00""","86.4","cfs","","","=""08/29/2014 23:45""",
"RIOMILCO","=""08/30/2014 00:00""","69.4","cfs","","","=""08/30/2014 23:45""",
"RIOMILCO","=""08/31/2014 00:00""","64.4","cfs","","","=""08/31/2014 23:45""",
"RIOMILCO","=""09/01/2014 00:00""","53","cfs","","","=""09/01/2014 23:45""",
"RIOMILCO","=""09/02/2014 00:00""","48.6","cfs","","","=""09/02/2014 23:45""",
"RIOMILCO","=""09/03/2014 00:00""","49.1","cfs","","","=""09/03/2014 23:45""",
"RIOMILCO","=""09/04/2014 00:00""","48.4","cfs","","","=""09/04/2014 23:45""",
"RIOMILCO","=""09/05/2014 00:00""","58.3","cfs","","","=""09/05/2014 23:45""",
"RIOMILCO","=""09/06/2014 00:00""","72.2","cfs","","","=""09/06/2014 23:45""",
"RIOMILCO","=""09/07/2014 00:00""","69.6","cfs","","","=""09/07/2014 23:45""",
"RIOMILCO","=""09/08/2014 00:00""","58.4","cfs","","","=""09/08/2014 23:45""",
"RIOMILCO","=""09/09/2014 00:00""","76.3","cfs","","","=""09/09/2014 23:45""",
"RIOMILCO","=""09/10/2014 00:00""","131","cfs","","","=""09/10/2014 23:45""",
"RIOMILCO","=""09/11/2014 00:00""","122","cfs","","","=""09/11/2014 23:45""",
"RIOMILCO","=""09/12/2014 00:00""","86.8","cfs","","","=""09/12/2014 23:45""",
"RIOMILCO","=""09/13/2014 00:00""","82.5","cfs","","","=""09/13/2014 23:45""",
"RIOMILCO","=""09/14/2014 00:00""","85.5","cfs","","","=""09/14/2014 23:45""",
"RIOMILCO","=""09/15/2014 00:00""","80.5","cfs","","","=""09/15/2014 23:45""",
"RIOMILCO","=""09/16/2014 00:00""","77.9","cfs","","","=""09/16/2014 23:45""",
"RIOMILCO","=""09/17/2014 00:00""","82.7","cfs","","","=""09/17/2014 23:45""",
"RIOMILCO","=""09/18/2014 00:00""","82.8","cfs","","","=""09/18/2014 23:45""",
"RIOMILCO","=""09/19/2014 00:00""","74.1","cfs","","","=""09/19/2014 23:45""",
"RIOMILCO","=""09/20/2014 00:00""","70","cfs","","","=""09/20/2014 23:45""",
"RIOMILCO","=""09/21/2014 00:00""","82.9","cfs","","","=""09/21/2014 23:45""",
"RIOMILCO","=""09/22/2014 00:00""","160","cfs","","","=""09/22/2014 23:45""",
"RIOMILCO","=""09/23/2014 00:00""","271","cfs","","","=""09/23/2014 23:45""",
"RIOMILCO","=""09/24/2014 00:00""","345","cfs","","","=""09/24/2014 23:45""",
"RIOMILCO","=""09/25/2014 00:00""","260","cfs","","","=""09/25/2014 23:45""",
"RIOMILCO","=""09/26/2014 00:00""","171","cfs","","","=""09/26/2014 23:45""",
"RIOMILCO","=""09/27/2014 00:00""","136","cfs","","","=""09/27/2014 23:45""",
"RIOMILCO","=""09/28/2014 00:00""","128","cfs","","","=""09/28/2014 23:45""",
"RIOMILCO","=""09/29/2014 00:00""","470","cfs","","","=""09/29/2014 23:45""",
"RIOMILCO","=""09/30/2014 00:00""","540","cfs","","","=""09/30/2014 23:45""",
"RIOMILCO","=""10/01/2014 00:00""","279","cfs","","","=""10/01/2014 23:45""",
"RIOMILCO","=""10/02/2014 00:00""","232","cfs","","","=""10/02/2014 23:45""",
"RIOMILCO","=""10/03/2014 00:00""","239","cfs","","","=""10/03/2014 23:45""",
"RIOMILCO","=""10/04/2014 00:00""","205","cfs","","","=""10/04/2014 23:45""",
"RIOMILCO","=""10/05/2014 00:00""","246","cfs","","","=""10/05/2014 23:45""",
"RIOMILCO","=""10/06/2014 00:00""","313","cfs","","","=""10/06/2014 23:45""",
"RIOMILCO","=""10/07/2014 00:00""","349","cfs","","","=""10/07/2014 23:45""",
"RIOMILCO","=""10/08/2014 00:00""","278","cfs","","","=""10/08/2014 23:45""",
"RIOMILCO","=""10/09/2014 00:00""","197","cfs","","","=""10/09/2014 23:45""",
"RIOMILCO","=""10/10/2014 00:00""","236","cfs","","","=""10/10/2014 23:45""",
"RIOMILCO","=""10/11/2014 00:00""","276","cfs","","","=""10/11/2014 23:45""",
"RIOMILCO","=""10/12/2014 00:00""","255","cfs","","","=""10/12/2014 23:45""",
"RIOMILCO","=""10/13/2014 00:00""","206","cfs","","","=""10/13/2014 23:45""",
"RIOMILCO","=""10/14/2014 00:00""","192","cfs","","","=""10/14/2014 23:45""",
"RIOMILCO","=""10/15/2014 00:00""","224","cfs","","","=""10/15/2014 23:45""",
"RIOMILCO","=""10/16/2014 00:00""","206","cfs","","","=""10/16/2014 23:45""",
"RIOMILCO","=""10/17/2014 00:00""","156","cfs","","","=""10/17/2014 23:45""",
"RIOMILCO","=""10/18/2014 00:00""","136","cfs","","","=""10/18/2014 23:45""",
"RIOMILCO","=""10/19/2014 00:00""","157","cfs","","","=""10/19/2014 23:45""",
"RIOMILCO","=""10/20/2014 00:00""","188","cfs","","","=""10/20/2014 23:45""",
"RIOMILCO","=""10/21/2014 00:00""","208","cfs","","","=""10/21/2014 23:45""",
"RIOMILCO","=""10/22/2014 00:00""","212","cfs","","","=""10/22/2014 23:45""",
"RIOMILCO","=""10/23/2014 00:00""","180","cfs","","","=""10/23/2014 23:45""",
"RIOMILCO","=""10/24/2014 00:00""","141","cfs","","","=""10/24/2014 23:45""",
"RIOMILCO","=""10/25/2014 00:00""","143","cfs","","","=""10/25/2014 23:45""",
"RIOMILCO","=""10/26/2014 00:00""","150","cfs","","","=""10/26/2014 23:45""",
"RIOMILCO","=""10/27/2014 00:00""","150","cfs","","","=""10/27/2014 23:45""",
"RIOMILCO","=""10/28/2014 00:00""","145","cfs","","","=""10/28/2014 23:45""",
"RIOMILCO","=""10/29/2014 00:00""","122","cfs","","","=""10/29/2014 23:45""",
"RIOMILCO","=""10/30/2014 00:00""","94.5","cfs","","","=""10/30/2014 23:45""",
"RIOMILCO","=""10/31/2014 00:00""","111","cfs","","","=""10/31/2014 23:45""",
"RIOMILCO","=""11/01/2014 00:00""","44.9","cfs","","","=""11/01/2014 23:45""",
"RIOMILCO","=""11/02/2014 00:00""","6.49","cfs","","","=""11/02/2014 23:45""",
"RIOMILCO","=""11/03/2014 00:00""","3.55","cfs","","","=""11/03/2014 23:45""",
"RIOMILCO","=""11/04/2014 00:00""","2.32","cfs","","","=""11/04/2014 23:45""",
"RIOMILCO","=""11/05/2014 00:00""","1.68","cfs","","","=""11/05/2014 23:45""",
"RIOMILCO","=""11/06/2014 00:00""","1.18","cfs","","","=""11/06/2014 23:45""",
"RIOMILCO","=""11/07/2014 00:00""","1.55","cfs","","","=""11/07/2014 23:45""",
"RIOMILCO","=""11/08/2014 00:00""","2.35","cfs","","","=""11/08/2014 23:45""",
"RIOMILCO","=""11/09/2014 00:00""","2.35","cfs","","","=""11/09/2014 23:45""",
"RIOMILCO","=""11/10/2014 00:00""","2.35","cfs","","","=""11/10/2014 23:45""",
"RIOMILCO","=""11/11/2014 00:00""","2.35","cfs","","","=""11/11/2014 23:45""",
"RIOMILCO","=""11/12/2014 00:00""","2.35","cfs","","","=""11/12/2014 23:45""",
"RIOMILCO","=""11/13/2014 00:00""","2.35","cfs","","","=""11/13/2014 23:45""",
"RIOMILCO","=""11/14/2014 00:00""","2.35","cfs","","","=""11/14/2014 23:45""",
"RIOMILCO","=""11/15/2014 00:00""","2.35","cfs","","","=""11/15/2014 23:45""",
"RIOMILCO","=""11/16/2014 00:00""","2.35","cfs","","","=""11/16/2014 23:45""",
"RIOMILCO","=""11/17/2014 00:00""","2.35","cfs","","","=""11/17/2014 23:45""",
"RIOMILCO","=""11/18/2014 00:00""","2.35","cfs","","","=""11/18/2014 23:45""",
"RIOMILCO","=""11/19/2014 00:00""","2.35","cfs","","","=""11/19/2014 23:45""",
"RIOMILCO","=""11/20/2014 00:00""","2.35","cfs","","","=""11/20/2014 23:45""",
"RIOMILCO","=""11/21/2014 00:00""","2.35","cfs","","","=""11/21/2014 23:45""",
"RIOMILCO","=""11/22/2014 00:00""","2.35","cfs","","","=""11/22/2014 23:45""",
"RIOMILCO","=""11/23/2014 00:00""","2.35","cfs","","","=""11/23/2014 23:45""",
"RIOMILCO","=""11/24/2014 00:00""","2.35","cfs","","","=""11/24/2014 23:45""",
"RIOMILCO","=""11/25/2014 00:00""","2.35","cfs","","","=""11/25/2014 23:45""",
"RIOMILCO","=""11/26/2014 00:00""","2.35","cfs","","","=""11/26/2014 23:45""",
"RIOMILCO","=""11/27/2014 00:00""","2.35","cfs","","","=""11/27/2014 23:45""",
"RIOMILCO","=""11/28/2014 00:00""","2.35","cfs","","","=""11/28/2014 23:45""",
"RIOMILCO","=""11/29/2014 00:00""","2.35","cfs","","","=""11/29/2014 23:45""",
"RIOMILCO","=""11/30/2014 00:00""","2.35","cfs","","","=""11/30/2014 23:45""",
"RIOMILCO","=""12/01/2014 00:00""","2.35","cfs","","","=""12/01/2014 23:45""",
"RIOMILCO","=""12/02/2014 00:00""","2.35","cfs","","","=""12/02/2014 23:45""",
"RIOMILCO","=""12/03/2014 00:00""","2.35","cfs","","","=""12/03/2014 23:45""",
"RIOMILCO","=""12/04/2014 00:00""","2.35","cfs","","","=""12/04/2014 23:45""",
"RIOMILCO","=""12/05/2014 00:00""","2.35","cfs","","","=""12/05/2014 23:45""",
"RIOMILCO","=""12/06/2014 00:00""","2.35","cfs","","","=""12/06/2014 23:45""",
"RIOMILCO","=""12/07/2014 00:00""","2.35","cfs","","","=""12/07/2014 23:45""",
"RIOMILCO","=""12/08/2014 00:00""","2.35","cfs","","","=""12/08/2014 23:45""",
"RIOMILCO","=""12/09/2014 00:00""","2.35","cfs","","","=""12/09/2014 23:45""",
"RIOMILCO","=""12/10/2014 00:00""","2.35","cfs","","","=""12/10/2014 23:45""",
"RIOMILCO","=""12/11/2014 00:00""","2.35","cfs","","","=""12/11/2014 23:45""",
"RIOMILCO","=""12/12/2014 00:00""","2.35","cfs","","","=""12/12/2014 23:45""",
"RIOMILCO","=""12/13/2014 00:00""","2.35","cfs","","","=""12/13/2014 23:45""",
"RIOMILCO","=""12/14/2014 00:00""","2.35","cfs","","","=""12/14/2014 23:45""",
"RIOMILCO","=""12/15/2014 00:00""","2.35","cfs","","","=""12/15/2014 23:45""",
"RIOMILCO","=""12/16/2014 00:00""","2.35","cfs","","","=""12/16/2014 23:45""",
"RIOMILCO","=""12/17/2014 00:00""","2.35","cfs","","","=""12/17/2014 23:45""",
"RIOMILCO","=""12/18/2014 00:00""","2.35","cfs","","","=""12/18/2014 23:45""",
"RIOMILCO","=""12/19/2014 00:00""","2.35","cfs","","","=""12/19/2014 23:45""",
"RIOMILCO","=""12/20/2014 00:00""","2.35","cfs","","","=""12/20/2014 23:45""",
"RIOMILCO","=""12/21/2014 00:00""","2.35","cfs","","","=""12/21/2014 23:45""",
"RIOMILCO","=""12/22/2014 00:00""","2.35","cfs","","","=""12/22/2014 23:45""",
"RIOMILCO","=""12/23/2014 00:00""","2.35","cfs","","","=""12/23/2014 23:45""",
"RIOMILCO","=""12/24/2014 00:00""","2.35","cfs","","","=""12/24/2014 23:45""",
"RIOMILCO","=""12/25/2014 00:00""","2.35","cfs","","","=""12/25/2014 23:45""",
"RIOMILCO","=""12/26/2014 00:00""","2.35","cfs","","","=""12/26/2014 23:45""",
"RIOMILCO","=""12/27/2014 00:00""","2.35","cfs","","","=""12/27/2014 23:45""",
"RIOMILCO","=""12/28/2014 00:00""","2.35","cfs","","","=""12/28/2014 23:45""",
"RIOMILCO","=""12/29/2014 00:00""","2.35","cfs","","","=""12/29/2014 23:45""",
