abbrev,Date Time,DISCHRG Value,DISCHRG Units,DISCHRG Review Status,DISCHRG Observation Flag,DISCHRG Modified,
"RIOMILCO","=""12/25/1996 00:00""","0","cfs","","*","=""12/25/1996 23:45""",
"RIOMILCO","=""12/26/1996 00:00""","0","cfs","","b","=""12/26/1996 23:45""",
"RIOMILCO","=""12/27/1996 00:00""","0","cfs","","b","=""12/27/1996 23:45""",
"RIOMILCO","=""12/28/1996 00:00""","0","cfs","","b","=""12/28/1996 23:45""",
"RIOMILCO","=""12/29/1996 00:00""","0","cfs","","b","=""12/29/1996 23:45""",
"RIOMILCO","=""12/30/1996 00:00""","0","cfs","","b","=""12/30/1996 23:45""",
"RIOMILCO","=""12/31/1996 00:00""","0","cfs","","b","=""12/31/1996 23:45""",
"RIOMILCO","=""01/01/1997 00:00""","1120","cfs","","*","=""01/01/1997 23:45""",
"RIOMILCO","=""01/02/1997 00:00""","0","cfs","","*","=""01/02/1997 23:45""",
"RIOMILCO","=""01/03/1997 00:00""","0","cfs","","b","=""01/03/1997 23:45""",
"RIOMILCO","=""01/04/1997 00:00""","0","cfs","","*","=""01/04/1997 23:45""",
"RIOMILCO","=""01/05/1997 00:00""","0","cfs","","b","=""01/05/1997 23:45""",
"RIOMILCO","=""01/06/1997 00:00""","0","cfs","","b","=""01/06/1997 23:45""",
"RIOMILCO","=""01/07/1997 00:00""","0","cfs","","b","=""01/07/1997 23:45""",
"RIOMILCO","=""01/08/1997 00:00""","0","cfs","","b","=""01/08/1997 23:45""",
"RIOMILCO","=""01/09/1997 00:00""","0","cfs","","b","=""01/09/1997 23:45""",
"RIOMILCO","=""01/10/1997 00:00""","0","cfs","","b","=""01/10/1997 23:45""",
"RIOMILCO","=""01/11/1997 00:00""","0","cfs","","b","=""01/11/1997 23:45""",
"RIOMILCO","=""01/12/1997 00:00""","0","cfs","","b","=""01/12/1997 23:45""",
"RIOMILCO","=""01/13/1997 00:00""","0","cfs","","b","=""01/13/1997 23:45""",
"RIOMILCO","=""01/14/1997 00:00""","0","cfs","","b","=""01/14/1997 23:45""",
"RIOMILCO","=""01/15/1997 00:00""","0","cfs","","b","=""01/15/1997 23:45""",
"RIOMILCO","=""01/16/1997 00:00""","0","cfs","","b","=""01/16/1997 23:45""",
"RIOMILCO","=""01/17/1997 00:00""","0","cfs","","b","=""01/17/1997 23:45""",
"RIOMILCO","=""01/18/1997 00:00""","0","cfs","","b","=""01/18/1997 23:45""",
"RIOMILCO","=""01/19/1997 00:00""","0","cfs","","b","=""01/19/1997 23:45""",
"RIOMILCO","=""01/20/1997 00:00""","0","cfs","","b","=""01/20/1997 23:45""",
"RIOMILCO","=""01/21/1997 00:00""","0","cfs","","b","=""01/21/1997 23:45""",
"RIOMILCO","=""01/22/1997 00:00""","0","cfs","","b","=""01/22/1997 23:45""",
"RIOMILCO","=""01/23/1997 00:00""","0","cfs","","b","=""01/23/1997 23:45""",
"RIOMILCO","=""01/24/1997 00:00""","0","cfs","","b","=""01/24/1997 23:45""",
"RIOMILCO","=""01/25/1997 00:00""","0","cfs","","b","=""01/25/1997 23:45""",
"RIOMILCO","=""01/26/1997 00:00""","0","cfs","","b","=""01/26/1997 23:45""",
"RIOMILCO","=""01/27/1997 00:00""","0","cfs","","b","=""01/27/1997 23:45""",
"RIOMILCO","=""01/28/1997 00:00""","0","cfs","","b","=""01/28/1997 23:45""",
"RIOMILCO","=""01/29/1997 00:00""","0","cfs","","b","=""01/29/1997 23:45""",
"RIOMILCO","=""01/30/1997 00:00""","0","cfs","","b","=""01/30/1997 23:45""",
"RIOMILCO","=""01/31/1997 00:00""","0","cfs","","b","=""01/31/1997 23:45""",
"RIOMILCO","=""02/01/1997 00:00""","0","cfs","","b","=""02/01/1997 23:45""",
"RIOMILCO","=""02/02/1997 00:00""","0","cfs","","b","=""02/02/1997 23:45""",
"RIOMILCO","=""02/03/1997 00:00""","0","cfs","","b","=""02/03/1997 23:45""",
"RIOMILCO","=""02/04/1997 00:00""","0","cfs","","b","=""02/04/1997 23:45""",
"RIOMILCO","=""02/05/1997 00:00""","0","cfs","","b","=""02/05/1997 23:45""",
"RIOMILCO","=""02/06/1997 00:00""","0","cfs","","b","=""02/06/1997 23:45""",
"RIOMILCO","=""02/07/1997 00:00""","0","cfs","","b","=""02/07/1997 23:45""",
"RIOMILCO","=""02/08/1997 00:00""","0","cfs","","b","=""02/08/1997 23:45""",
"RIOMILCO","=""02/09/1997 00:00""","0","cfs","","b","=""02/09/1997 23:45""",
"RIOMILCO","=""02/10/1997 00:00""","0","cfs","","b","=""02/10/1997 23:45""",
"RIOMILCO","=""02/11/1997 00:00""","0","cfs","","b","=""02/11/1997 23:45""",
"RIOMILCO","=""02/12/1997 00:00""","0","cfs","","b","=""02/12/1997 23:45""",
"RIOMILCO","=""02/13/1997 00:00""","0","cfs","","b","=""02/13/1997 23:45""",
"RIOMILCO","=""02/14/1997 00:00""","0","cfs","","b","=""02/14/1997 23:45""",
"RIOMILCO","=""02/15/1997 00:00""","0","cfs","","b","=""02/15/1997 23:45""",
"RIOMILCO","=""02/16/1997 00:00""","0","cfs","","b","=""02/16/1997 23:45""",
"RIOMILCO","=""02/17/1997 00:00""","0","cfs","","*","=""02/17/1997 23:45""",
"RIOMILCO","=""02/18/1997 00:00""","0","cfs","","b","=""02/18/1997 23:45""",
"RIOMILCO","=""02/19/1997 00:00""","0","cfs","","b","=""02/19/1997 23:45""",
"RIOMILCO","=""02/20/1997 00:00""","0","cfs","","b","=""02/20/1997 23:45""",
"RIOMILCO","=""02/21/1997 00:00""","0","cfs","","b","=""02/21/1997 23:45""",
"RIOMILCO","=""02/22/1997 00:00""","0","cfs","","b","=""02/22/1997 23:45""",
"RIOMILCO","=""02/23/1997 00:00""","0","cfs","","b","=""02/23/1997 23:45""",
"RIOMILCO","=""02/24/1997 00:00""","0","cfs","","b","=""02/24/1997 23:45""",
"RIOMILCO","=""02/25/1997 00:00""","0","cfs","","b","=""02/25/1997 23:45""",
"RIOMILCO","=""02/26/1997 00:00""","0","cfs","","b","=""02/26/1997 23:45""",
"RIOMILCO","=""02/27/1997 00:00""","0","cfs","","b","=""02/27/1997 23:45""",
"RIOMILCO","=""02/28/1997 00:00""","0","cfs","","b","=""02/28/1997 23:45""",
"RIOMILCO","=""03/01/1997 00:00""","0","cfs","","b","=""03/01/1997 23:45""",
"RIOMILCO","=""03/02/1997 00:00""","0","cfs","","b","=""03/02/1997 23:45""",
"RIOMILCO","=""03/03/1997 00:00""","0","cfs","","b","=""03/03/1997 23:45""",
"RIOMILCO","=""03/04/1997 00:00""","0","cfs","","*","=""03/04/1997 23:45""",
"RIOMILCO","=""03/05/1997 00:00""","0","cfs","","*","=""03/05/1997 23:45""",
"RIOMILCO","=""03/06/1997 00:00""","0","cfs","","*","=""03/06/1997 23:45""",
"RIOMILCO","=""03/07/1997 00:00""","0","cfs","","b","=""03/07/1997 23:45""",
"RIOMILCO","=""03/08/1997 00:00""","0","cfs","","b","=""03/08/1997 23:45""",
"RIOMILCO","=""03/09/1997 00:00""","0","cfs","","b","=""03/09/1997 23:45""",
"RIOMILCO","=""03/10/1997 00:00""","0","cfs","","b","=""03/10/1997 23:45""",
"RIOMILCO","=""03/11/1997 00:00""","0","cfs","","*","=""03/11/1997 23:45""",
"RIOMILCO","=""03/12/1997 00:00""","0","cfs","","b","=""03/12/1997 23:45""",
"RIOMILCO","=""03/13/1997 00:00""","0","cfs","","b","=""03/13/1997 23:45""",
"RIOMILCO","=""03/14/1997 00:00""","0","cfs","","b","=""03/14/1997 23:45""",
"RIOMILCO","=""03/15/1997 00:00""","0","cfs","","*","=""03/15/1997 23:45""",
"RIOMILCO","=""03/16/1997 00:00""","0.07","cfs","","*","=""03/16/1997 23:45""",
"RIOMILCO","=""03/17/1997 00:00""","0","cfs","","b","=""03/17/1997 23:45""",
"RIOMILCO","=""03/18/1997 00:00""","0","cfs","","b","=""03/18/1997 23:45""",
"RIOMILCO","=""03/19/1997 00:00""","0","cfs","","b","=""03/19/1997 23:45""",
"RIOMILCO","=""03/20/1997 00:00""","0","cfs","","b","=""03/20/1997 23:45""",
"RIOMILCO","=""03/21/1997 00:00""","0","cfs","","b","=""03/21/1997 23:45""",
"RIOMILCO","=""03/22/1997 00:00""","0","cfs","","b","=""03/22/1997 23:45""",
"RIOMILCO","=""03/23/1997 00:00""","0","cfs","","b","=""03/23/1997 23:45""",
"RIOMILCO","=""03/24/1997 00:00""","8.77","cfs","","*","=""03/24/1997 23:45""",
"RIOMILCO","=""03/25/1997 00:00""","0","cfs","","b","=""03/25/1997 23:45""",
"RIOMILCO","=""03/26/1997 00:00""","58.6","cfs","","*","=""03/26/1997 23:45""",
"RIOMILCO","=""03/27/1997 00:00""","0","cfs","","b","=""03/27/1997 23:45""",
"RIOMILCO","=""03/28/1997 00:00""","2.16","cfs","","*","=""03/28/1997 23:45""",
"RIOMILCO","=""03/29/1997 00:00""","5.2","cfs","","","=""03/29/1997 23:45""",
"RIOMILCO","=""03/30/1997 00:00""","5.2","cfs","","","=""03/30/1997 23:45""",
"RIOMILCO","=""03/31/1997 00:00""","5.2","cfs","","","=""03/31/1997 23:45""",
"RIOMILCO","=""04/01/1997 00:00""","5.2","cfs","","","=""04/01/1997 23:45""",
"RIOMILCO","=""04/02/1997 00:00""","5.2","cfs","","","=""04/02/1997 23:45""",
"RIOMILCO","=""04/03/1997 00:00""","5.2","cfs","","","=""04/03/1997 23:45""",
"RIOMILCO","=""04/04/1997 00:00""","5.2","cfs","","","=""04/04/1997 23:45""",
"RIOMILCO","=""04/05/1997 00:00""","58.6","cfs","","","=""04/05/1997 23:45""",
"RIOMILCO","=""04/06/1997 00:00""","90","cfs","","","=""04/06/1997 23:45""",
"RIOMILCO","=""04/07/1997 00:00""","90","cfs","","","=""04/07/1997 23:45""",
"RIOMILCO","=""04/08/1997 00:00""","90","cfs","","","=""04/08/1997 23:45""",
"RIOMILCO","=""04/09/1997 00:00""","72.1","cfs","","","=""04/09/1997 23:45""",
"RIOMILCO","=""04/10/1997 00:00""","59.3","cfs","","","=""04/10/1997 23:45""",
"RIOMILCO","=""04/11/1997 00:00""","59.3","cfs","","","=""04/11/1997 23:45""",
"RIOMILCO","=""04/12/1997 00:00""","59.3","cfs","","","=""04/12/1997 23:45""",
"RIOMILCO","=""04/13/1997 00:00""","59.3","cfs","","","=""04/13/1997 23:45""",
"RIOMILCO","=""04/14/1997 00:00""","59.3","cfs","","","=""04/14/1997 23:45""",
"RIOMILCO","=""04/15/1997 00:00""","59.3","cfs","","","=""04/15/1997 23:45""",
"RIOMILCO","=""04/16/1997 00:00""","58.8","cfs","","","=""04/16/1997 23:45""",
"RIOMILCO","=""04/17/1997 00:00""","42.3","cfs","","","=""04/17/1997 23:45""",
"RIOMILCO","=""04/18/1997 00:00""","56.2","cfs","","","=""04/18/1997 23:45""",
"RIOMILCO","=""04/19/1997 00:00""","87.2","cfs","","","=""04/19/1997 23:45""",
"RIOMILCO","=""04/20/1997 00:00""","147","cfs","","","=""04/20/1997 23:45""",
"RIOMILCO","=""04/21/1997 00:00""","205","cfs","","","=""04/21/1997 23:45""",
"RIOMILCO","=""04/22/1997 00:00""","295","cfs","","","=""04/22/1997 23:45""",
"RIOMILCO","=""04/23/1997 00:00""","327","cfs","","","=""04/23/1997 23:45""",
"RIOMILCO","=""04/24/1997 00:00""","273","cfs","","","=""04/24/1997 23:45""",
"RIOMILCO","=""04/25/1997 00:00""","249","cfs","","","=""04/25/1997 23:45""",
"RIOMILCO","=""04/26/1997 00:00""","249","cfs","","","=""04/26/1997 23:45""",
"RIOMILCO","=""04/27/1997 00:00""","388","cfs","","","=""04/27/1997 23:45""",
"RIOMILCO","=""04/28/1997 00:00""","404","cfs","","","=""04/28/1997 23:45""",
"RIOMILCO","=""04/29/1997 00:00""","460","cfs","","","=""04/29/1997 23:45""",
"RIOMILCO","=""04/30/1997 00:00""","420","cfs","","","=""04/30/1997 23:45""",
"RIOMILCO","=""05/01/1997 00:00""","373","cfs","","","=""05/01/1997 23:45""",
"RIOMILCO","=""05/02/1997 00:00""","354","cfs","","","=""05/02/1997 23:45""",
"RIOMILCO","=""05/03/1997 00:00""","342","cfs","","","=""05/03/1997 23:45""",
"RIOMILCO","=""05/04/1997 00:00""","342","cfs","","","=""05/04/1997 23:45""",
"RIOMILCO","=""05/05/1997 00:00""","413","cfs","","","=""05/05/1997 23:45""",
"RIOMILCO","=""05/06/1997 00:00""","562","cfs","","","=""05/06/1997 23:45""",
"RIOMILCO","=""05/07/1997 00:00""","702","cfs","","","=""05/07/1997 23:45""",
"RIOMILCO","=""05/08/1997 00:00""","603","cfs","","","=""05/08/1997 23:45""",
"RIOMILCO","=""05/09/1997 00:00""","533","cfs","","","=""05/09/1997 23:45""",
"RIOMILCO","=""05/10/1997 00:00""","435","cfs","","","=""05/10/1997 23:45""",
"RIOMILCO","=""05/11/1997 00:00""","491","cfs","","","=""05/11/1997 23:45""",
"RIOMILCO","=""05/12/1997 00:00""","742","cfs","","*","=""05/12/1997 23:45""",
"RIOMILCO","=""05/13/1997 00:00""","795","cfs","","","=""05/13/1997 23:45""",
"RIOMILCO","=""05/14/1997 00:00""","852","cfs","","","=""05/14/1997 23:45""",
"RIOMILCO","=""05/15/1997 00:00""","896","cfs","","","=""05/15/1997 23:45""",
"RIOMILCO","=""05/16/1997 00:00""","913","cfs","","","=""05/16/1997 23:45""",
"RIOMILCO","=""05/17/1997 00:00""","1070","cfs","","","=""05/17/1997 23:45""",
"RIOMILCO","=""05/18/1997 00:00""","1420","cfs","","","=""05/18/1997 23:45""",
"RIOMILCO","=""05/19/1997 00:00""","923","cfs","","","=""05/19/1997 23:45""",
"RIOMILCO","=""05/20/1997 00:00""","869","cfs","","","=""05/20/1997 23:45""",
"RIOMILCO","=""05/21/1997 00:00""","751","cfs","","","=""05/21/1997 23:45""",
"RIOMILCO","=""05/22/1997 00:00""","624","cfs","","","=""05/22/1997 23:45""",
"RIOMILCO","=""05/23/1997 00:00""","610","cfs","","","=""05/23/1997 23:45""",
"RIOMILCO","=""05/24/1997 00:00""","781","cfs","","","=""05/24/1997 23:45""",
"RIOMILCO","=""05/25/1997 00:00""","615","cfs","","","=""05/25/1997 23:45""",
"RIOMILCO","=""05/26/1997 00:00""","550","cfs","","","=""05/26/1997 23:45""",
"RIOMILCO","=""05/27/1997 00:00""","479","cfs","","","=""05/27/1997 23:45""",
"RIOMILCO","=""05/28/1997 00:00""","419","cfs","","","=""05/28/1997 23:45""",
"RIOMILCO","=""05/29/1997 00:00""","464","cfs","","","=""05/29/1997 23:45""",
"RIOMILCO","=""05/30/1997 00:00""","677","cfs","","","=""05/30/1997 23:45""",
"RIOMILCO","=""05/31/1997 00:00""","870","cfs","","","=""05/31/1997 23:45""",
"RIOMILCO","=""06/01/1997 00:00""","1230","cfs","","","=""06/01/1997 23:45""",
"RIOMILCO","=""06/02/1997 00:00""","1360","cfs","","","=""06/02/1997 23:45""",
"RIOMILCO","=""06/03/1997 00:00""","1130","cfs","","*","=""06/03/1997 23:45""",
"RIOMILCO","=""06/04/1997 00:00""","1160","cfs","","","=""06/04/1997 23:45""",
"RIOMILCO","=""06/05/1997 00:00""","1180","cfs","","","=""06/05/1997 23:45""",
"RIOMILCO","=""06/06/1997 00:00""","949","cfs","","","=""06/06/1997 23:45""",
"RIOMILCO","=""06/07/1997 00:00""","1040","cfs","","","=""06/07/1997 23:45""",
"RIOMILCO","=""06/08/1997 00:00""","1050","cfs","","","=""06/08/1997 23:45""",
"RIOMILCO","=""06/09/1997 00:00""","1000","cfs","","","=""06/09/1997 23:45""",
"RIOMILCO","=""06/10/1997 00:00""","832","cfs","","","=""06/10/1997 23:45""",
"RIOMILCO","=""06/11/1997 00:00""","744","cfs","","","=""06/11/1997 23:45""",
"RIOMILCO","=""06/12/1997 00:00""","750","cfs","","","=""06/12/1997 23:45""",
"RIOMILCO","=""06/13/1997 00:00""","758","cfs","","","=""06/13/1997 23:45""",
"RIOMILCO","=""06/14/1997 00:00""","836","cfs","","","=""06/14/1997 23:45""",
"RIOMILCO","=""06/15/1997 00:00""","880","cfs","","","=""06/15/1997 23:45""",
"RIOMILCO","=""06/16/1997 00:00""","935","cfs","","","=""06/16/1997 23:45""",
"RIOMILCO","=""06/17/1997 00:00""","910","cfs","","","=""06/17/1997 23:45""",
"RIOMILCO","=""06/18/1997 00:00""","1000","cfs","","","=""06/18/1997 23:45""",
"RIOMILCO","=""06/19/1997 00:00""","955","cfs","","","=""06/19/1997 23:45""",
"RIOMILCO","=""06/20/1997 00:00""","1020","cfs","","","=""06/20/1997 23:45""",
"RIOMILCO","=""06/21/1997 00:00""","1350","cfs","","","=""06/21/1997 23:45""",
"RIOMILCO","=""06/22/1997 00:00""","1220","cfs","","","=""06/22/1997 23:45""",
"RIOMILCO","=""06/23/1997 00:00""","1080","cfs","","","=""06/23/1997 23:45""",
"RIOMILCO","=""06/24/1997 00:00""","925","cfs","","","=""06/24/1997 23:45""",
"RIOMILCO","=""06/25/1997 00:00""","1130","cfs","","","=""06/25/1997 23:45""",
"RIOMILCO","=""06/26/1997 00:00""","1350","cfs","","","=""06/26/1997 23:45""",
"RIOMILCO","=""06/27/1997 00:00""","1370","cfs","","","=""06/27/1997 23:45""",
"RIOMILCO","=""06/28/1997 00:00""","1320","cfs","","","=""06/28/1997 23:45""",
"RIOMILCO","=""06/29/1997 00:00""","1350","cfs","","","=""06/29/1997 23:45""",
"RIOMILCO","=""06/30/1997 00:00""","1380","cfs","","","=""06/30/1997 23:45""",
"RIOMILCO","=""07/01/1997 00:00""","1420","cfs","","","=""07/01/1997 23:45""",
"RIOMILCO","=""07/02/1997 00:00""","1320","cfs","","","=""07/02/1997 23:45""",
"RIOMILCO","=""07/03/1997 00:00""","980","cfs","","","=""07/03/1997 23:45""",
"RIOMILCO","=""07/04/1997 00:00""","998","cfs","","","=""07/04/1997 23:45""",
"RIOMILCO","=""07/05/1997 00:00""","1220","cfs","","","=""07/05/1997 23:45""",
"RIOMILCO","=""07/06/1997 00:00""","1130","cfs","","","=""07/06/1997 23:45""",
"RIOMILCO","=""07/07/1997 00:00""","829","cfs","","","=""07/07/1997 23:45""",
"RIOMILCO","=""07/08/1997 00:00""","908","cfs","","","=""07/08/1997 23:45""",
"RIOMILCO","=""07/09/1997 00:00""","1070","cfs","","","=""07/09/1997 23:45""",
"RIOMILCO","=""07/10/1997 00:00""","1030","cfs","","","=""07/10/1997 23:45""",
"RIOMILCO","=""07/11/1997 00:00""","1000","cfs","","","=""07/11/1997 23:45""",
"RIOMILCO","=""07/12/1997 00:00""","1110","cfs","","","=""07/12/1997 23:45""",
"RIOMILCO","=""07/13/1997 00:00""","1140","cfs","","","=""07/13/1997 23:45""",
"RIOMILCO","=""07/14/1997 00:00""","965","cfs","","","=""07/14/1997 23:45""",
"RIOMILCO","=""07/15/1997 00:00""","971","cfs","","","=""07/15/1997 23:45""",
"RIOMILCO","=""07/16/1997 00:00""","1170","cfs","","","=""07/16/1997 23:45""",
"RIOMILCO","=""07/17/1997 00:00""","1150","cfs","","","=""07/17/1997 23:45""",
"RIOMILCO","=""07/18/1997 00:00""","1230","cfs","","","=""07/18/1997 23:45""",
"RIOMILCO","=""07/19/1997 00:00""","1290","cfs","","","=""07/19/1997 23:45""",
"RIOMILCO","=""07/20/1997 00:00""","1320","cfs","","","=""07/20/1997 23:45""",
"RIOMILCO","=""07/21/1997 00:00""","1370","cfs","","","=""07/21/1997 23:45""",
"RIOMILCO","=""07/22/1997 00:00""","1220","cfs","","","=""07/22/1997 23:45""",
"RIOMILCO","=""07/23/1997 00:00""","1250","cfs","","","=""07/23/1997 23:45""",
"RIOMILCO","=""07/24/1997 00:00""","1110","cfs","","","=""07/24/1997 23:45""",
"RIOMILCO","=""07/25/1997 00:00""","935","cfs","","","=""07/25/1997 23:45""",
"RIOMILCO","=""07/26/1997 00:00""","912","cfs","","","=""07/26/1997 23:45""",
"RIOMILCO","=""07/27/1997 00:00""","933","cfs","","","=""07/27/1997 23:45""",
"RIOMILCO","=""07/28/1997 00:00""","1030","cfs","","","=""07/28/1997 23:45""",
"RIOMILCO","=""07/29/1997 00:00""","1130","cfs","","","=""07/29/1997 23:45""",
"RIOMILCO","=""07/30/1997 00:00""","1110","cfs","","","=""07/30/1997 23:45""",
"RIOMILCO","=""07/31/1997 00:00""","1050","cfs","","","=""07/31/1997 23:45""",
"RIOMILCO","=""08/01/1997 00:00""","990","cfs","","","=""08/01/1997 23:45""",
"RIOMILCO","=""08/02/1997 00:00""","969","cfs","","","=""08/02/1997 23:45""",
"RIOMILCO","=""08/03/1997 00:00""","924","cfs","","","=""08/03/1997 23:45""",
"RIOMILCO","=""08/04/1997 00:00""","882","cfs","","","=""08/04/1997 23:45""",
"RIOMILCO","=""08/05/1997 00:00""","771","cfs","","","=""08/05/1997 23:45""",
"RIOMILCO","=""08/06/1997 00:00""","727","cfs","","","=""08/06/1997 23:45""",
"RIOMILCO","=""08/07/1997 00:00""","665","cfs","","","=""08/07/1997 23:45""",
"RIOMILCO","=""08/08/1997 00:00""","607","cfs","","","=""08/08/1997 23:45""",
"RIOMILCO","=""08/09/1997 00:00""","575","cfs","","","=""08/09/1997 23:45""",
"RIOMILCO","=""08/10/1997 00:00""","476","cfs","","","=""08/10/1997 23:45""",
"RIOMILCO","=""08/11/1997 00:00""","445","cfs","","","=""08/11/1997 23:45""",
"RIOMILCO","=""08/12/1997 00:00""","471","cfs","","","=""08/12/1997 23:45""",
"RIOMILCO","=""08/13/1997 00:00""","887","cfs","","*","=""08/13/1997 23:45""",
"RIOMILCO","=""08/14/1997 00:00""","371","cfs","","","=""08/14/1997 23:45""",
"RIOMILCO","=""08/15/1997 00:00""","331","cfs","","","=""08/15/1997 23:45""",
"RIOMILCO","=""08/16/1997 00:00""","294","cfs","","","=""08/16/1997 23:45""",
"RIOMILCO","=""08/17/1997 00:00""","266","cfs","","","=""08/17/1997 23:45""",
"RIOMILCO","=""08/18/1997 00:00""","231","cfs","","","=""08/18/1997 23:45""",
"RIOMILCO","=""08/19/1997 00:00""","236","cfs","","","=""08/19/1997 23:45""",
"RIOMILCO","=""08/20/1997 00:00""","226","cfs","","","=""08/20/1997 23:45""",
"RIOMILCO","=""08/21/1997 00:00""","214","cfs","","","=""08/21/1997 23:45""",
"RIOMILCO","=""08/22/1997 00:00""","203","cfs","","","=""08/22/1997 23:45""",
"RIOMILCO","=""08/23/1997 00:00""","209","cfs","","","=""08/23/1997 23:45""",
"RIOMILCO","=""08/24/1997 00:00""","216","cfs","","","=""08/24/1997 23:45""",
"RIOMILCO","=""08/25/1997 00:00""","217","cfs","","","=""08/25/1997 23:45""",
"RIOMILCO","=""08/26/1997 00:00""","217","cfs","","","=""08/26/1997 23:45""",
"RIOMILCO","=""08/27/1997 00:00""","266","cfs","","","=""08/27/1997 23:45""",
"RIOMILCO","=""08/28/1997 00:00""","290","cfs","","","=""08/28/1997 23:45""",
"RIOMILCO","=""08/29/1997 00:00""","267","cfs","","","=""08/29/1997 23:45""",
"RIOMILCO","=""08/30/1997 00:00""","314","cfs","","","=""08/30/1997 23:45""",
"RIOMILCO","=""08/31/1997 00:00""","329","cfs","","","=""08/31/1997 23:45""",
"RIOMILCO","=""09/01/1997 00:00""","320","cfs","","","=""09/01/1997 23:45""",
"RIOMILCO","=""09/02/1997 00:00""","311","cfs","","","=""09/02/1997 23:45""",
"RIOMILCO","=""09/03/1997 00:00""","298","cfs","","*","=""09/03/1997 23:45""",
"RIOMILCO","=""09/04/1997 00:00""","289","cfs","","","=""09/04/1997 23:45""",
"RIOMILCO","=""09/05/1997 00:00""","275","cfs","","","=""09/05/1997 23:45""",
"RIOMILCO","=""09/06/1997 00:00""","222","cfs","","","=""09/06/1997 23:45""",
"RIOMILCO","=""09/07/1997 00:00""","194","cfs","","","=""09/07/1997 23:45""",
"RIOMILCO","=""09/08/1997 00:00""","190","cfs","","","=""09/08/1997 23:45""",
"RIOMILCO","=""09/09/1997 00:00""","181","cfs","","","=""09/09/1997 23:45""",
"RIOMILCO","=""09/10/1997 00:00""","141","cfs","","","=""09/10/1997 23:45""",
"RIOMILCO","=""09/11/1997 00:00""","125","cfs","","","=""09/11/1997 23:45""",
"RIOMILCO","=""09/12/1997 00:00""","128","cfs","","","=""09/12/1997 23:45""",
"RIOMILCO","=""09/13/1997 00:00""","122","cfs","","","=""09/13/1997 23:45""",
"RIOMILCO","=""09/14/1997 00:00""","116","cfs","","","=""09/14/1997 23:45""",
"RIOMILCO","=""09/15/1997 00:00""","123","cfs","","","=""09/15/1997 23:45""",
"RIOMILCO","=""09/16/1997 00:00""","142","cfs","","","=""09/16/1997 23:45""",
"RIOMILCO","=""09/17/1997 00:00""","150","cfs","","","=""09/17/1997 23:45""",
"RIOMILCO","=""09/18/1997 00:00""","186","cfs","","","=""09/18/1997 23:45""",
"RIOMILCO","=""09/19/1997 00:00""","178","cfs","","","=""09/19/1997 23:45""",
"RIOMILCO","=""09/20/1997 00:00""","156","cfs","","*","=""09/20/1997 23:45""",
"RIOMILCO","=""09/21/1997 00:00""","269","cfs","","","=""09/21/1997 23:45""",
"RIOMILCO","=""09/22/1997 00:00""","377","cfs","","","=""09/22/1997 23:45""",
"RIOMILCO","=""09/23/1997 00:00""","348","cfs","","","=""09/23/1997 23:45""",
"RIOMILCO","=""09/24/1997 00:00""","384","cfs","","","=""09/24/1997 23:45""",
"RIOMILCO","=""09/25/1997 00:00""","384","cfs","","","=""09/25/1997 23:45""",
"RIOMILCO","=""09/26/1997 00:00""","388","cfs","","","=""09/26/1997 23:45""",
"RIOMILCO","=""09/27/1997 00:00""","395","cfs","","","=""09/27/1997 23:45""",
"RIOMILCO","=""09/28/1997 00:00""","389","cfs","","","=""09/28/1997 23:45""",
"RIOMILCO","=""09/29/1997 00:00""","379","cfs","","*","=""09/29/1997 23:45""",
"RIOMILCO","=""09/30/1997 00:00""","366","cfs","","","=""09/30/1997 23:45""",
"RIOMILCO","=""10/01/1997 00:00""","349","cfs","","","=""10/01/1997 23:45""",
"RIOMILCO","=""10/02/1997 00:00""","326","cfs","","","=""10/02/1997 23:45""",
"RIOMILCO","=""10/03/1997 00:00""","312","cfs","","","=""10/03/1997 23:45""",
"RIOMILCO","=""10/04/1997 00:00""","295","cfs","","","=""10/04/1997 23:45""",
"RIOMILCO","=""10/05/1997 00:00""","263","cfs","","","=""10/05/1997 23:45""",
"RIOMILCO","=""10/06/1997 00:00""","228","cfs","","","=""10/06/1997 23:45""",
"RIOMILCO","=""10/07/1997 00:00""","202","cfs","","","=""10/07/1997 23:45""",
"RIOMILCO","=""10/08/1997 00:00""","207","cfs","","","=""10/08/1997 23:45""",
"RIOMILCO","=""10/09/1997 00:00""","179","cfs","","","=""10/09/1997 23:45""",
"RIOMILCO","=""10/10/1997 00:00""","192","cfs","","*","=""10/10/1997 23:45""",
"RIOMILCO","=""10/11/1997 00:00""","249","cfs","","","=""10/11/1997 23:45""",
"RIOMILCO","=""10/12/1997 00:00""","292","cfs","","","=""10/12/1997 23:45""",
"RIOMILCO","=""10/13/1997 00:00""","293","cfs","","","=""10/13/1997 23:45""",
"RIOMILCO","=""10/14/1997 00:00""","289","cfs","","","=""10/14/1997 23:45""",
"RIOMILCO","=""10/15/1997 00:00""","286","cfs","","","=""10/15/1997 23:45""",
"RIOMILCO","=""10/16/1997 00:00""","263","cfs","","","=""10/16/1997 23:45""",
"RIOMILCO","=""10/17/1997 00:00""","261","cfs","","","=""10/17/1997 23:45""",
"RIOMILCO","=""10/18/1997 00:00""","277","cfs","","","=""10/18/1997 23:45""",
